,0,1,2,3,4,5
0,-0.04690294000000005,-0.028399280000000332,0.8586941000000005,0.0011559602924252274,-0.002066325685148529,-0.0005296517629559308
1,-0.04684051000000001,-0.028361360000000002,0.8575809,0.0011554175164092267,-0.0020632129526310106,-0.0005264808451247276
2,-0.04689944999999998,-0.028396980000000002,0.858689,0.0011578690079970273,-0.0020654462160265563,-0.0005246680930855839
3,-0.04684290000000002,-0.02836258,0.8576839999999999,0.0011574604961797426,-0.0020625943880898667,-0.0005215639766805055
4,-0.04689599999999999,-0.02839480000000001,0.8586870000000002,0.0011597604657907227,-0.0020645667972907233,-0.0005196752835885424
5,-0.04683770000000001,-0.028359299999999976,0.8576519999999999,0.0011592995181770175,-0.002061654862054896,-0.0005165531312090821
6,-0.046898300000000004,-0.028396000000000005,0.8587899999999999,0.0011617763242468895,-0.0020639433140545727,-0.0005147352691894933
7,-0.04683689999999996,-0.028358700000000014,0.8577000000000004,0.0011612281974379877,-0.002060901690208894,-0.0005115810366658343
8,-0.046882000000000035,-0.028386099999999997,0.8585589999999996,0.0011633156568842365,-0.002062522597283678,-0.0005095847695980606
9,-0.0468962,-0.02839449999999999,0.8588500000000003,0.0011646350721299106,-0.0020627931506866926,-0.0005072462782024154
10,-0.04681449999999998,-0.028345100000000012,0.8573889999999995,0.0011635636776235153,-0.0020588418951961174,-0.0005038747681100954
11,-0.046883600000000025,-0.028386899999999993,0.8586849999999995,0.0011662357097749247,-0.0020615299992499114,-0.0005021225237623597
12,-0.04687770000000002,-0.028383400000000003,0.8586100000000005,0.001167044394930601,-0.002060905285411252,-0.0004995598993409138
13,-0.04689650000000001,-0.02847139999999998,0.8578399999999995,0.0012549666728291474,-0.002068677196887858,-0.0006237773711024083
14,-0.04567359999999998,-0.026515500000000025,0.8542400000000008,-0.00017301848650180484,-0.0018965008205058531,0.0014324893553267647
15,-0.04794529999999997,-0.030092000000000008,0.8618100000000002,0.0024259760963134635,-0.0022063435086405736,-0.00228920102541708
16,-0.049427,-0.030073099999999964,0.8688000000000002,0.0026353573569940407,-0.0016547480948072568,-0.0008972029189511344
17,-0.05541309999999999,-0.03143000000000007,0.8793100000000003,0.0020580637909496193,-0.0019310027608432367,-0.003698969045838118
18,-0.052622599999999964,-0.03096349999999992,0.8898299999999981,-0.0003057400214043113,-0.001323496298263338,-0.001196964071988479
19,-0.0536295,-0.031889000000000056,0.899560000000001,-0.001712837616472443,-0.0015878873748695899,0.00020101921919448226
20,-0.050672700000000126,-0.03088079999999993,0.9042199999999987,-0.0014724746762690651,-0.001496847729465678,-0.00025657377588338343
21,-0.05466700000000002,-0.029496000000000078,0.9109300000000005,-0.0005024374840743364,-0.0011858925386991626,0.0004430907788508577
22,-0.05239499999999997,-0.029885599999999957,0.9131099999999996,0.0006345110831405044,-0.0017602301171726342,-0.00024734476740025704
23,-0.05318899999999993,-0.03045589999999998,0.9164600000000007,0.0011251629632324086,-0.0011057733267401115,0.0017083729194368035
24,-0.0524389999999999,-0.029664299999999977,0.9267400000000023,-0.0016044485932532528,-0.0007666455897386015,0.00022458880294012765
25,-0.056528000000000134,-0.031729600000000024,0.9338999999999977,-0.0038578229596386467,2.7002107416906895e-05,-0.0017052023638015603
26,-0.054033999999999915,-0.03249560000000007,0.9352100000000014,-0.0036563675207296697,0.0008642519702515283,-0.0007856680007598929
27,-0.05090600000000012,-0.027957099999999957,0.942219999999999,-0.002605102851305872,0.0014520755908642435,0.0009526155247344494
28,-0.05088599999999999,-0.02469639999999995,0.9451900000000002,-0.0011865632002682604,0.0014523176468022037,0.00021140010288483999
29,-0.050410999999999984,-0.0245919,0.9477699999999984,0.0025849754411868707,0.0011535791691477115,-0.00023079200426242788
30,-0.05098099999999994,-0.026899400000000018,0.9515600000000006,0.0053281401041555855,0.0008949967205416076,-0.0009998444743164485
31,-0.04852600000000007,-0.028303000000000078,0.9583900000000014,0.003502332998284115,0.0011768084935703804,0.0007270994640726726
32,-0.046811999999999854,-0.030147900000000005,0.9682700000000004,-0.001300942153616692,0.0006861763361054596,0.0024287323904176573
33,-0.047608000000000095,-0.028274699999999986,0.9754599999999982,-0.004963635310072522,-0.0001788671545066567,0.0017024745213807446
34,-0.04792200000000002,-0.027934299999999856,0.97926,-0.0041896761250801995,-0.0009352091267746943,0.0032397408840898535
35,-0.04008300000000009,-0.02459100000000003,0.979490000000002,6.253534494730592e-05,-0.0011490662268054397,0.007668018203340391
36,-0.046857999999999844,-0.02342600000000017,0.9791699999999963,0.003806426564382152,-0.001651988922228842,0.0030330435904602176
37,-0.05482900000000002,-0.028227000000000002,0.9839000000000055,0.004429785294794773,-0.0015242770612817758,-0.0008450296867542176
38,-0.059117000000000086,-0.0418639999999999,1.0107599999999977,0.0013022797255195383,-0.0018863077177142529,-0.0006113618883160023
39,-0.06396800000000002,-0.06466799999999995,1.0565399999999983,-0.002142476462494988,-0.001070916879989836,4.584497828890407e-05
40,-0.06736399999999998,-0.05533300000000008,1.0409900000000007,-0.0029749009904470403,-0.0009772292580179087,-0.0033399893919143792
41,-0.06584099999999982,-0.05517100000000008,1.0430100000000024,-0.0009773404258590092,-0.001290516227258287,-0.00025729777465696935
42,-0.06401400000000024,-0.04408999999999996,1.0321399999999983,-0.0022647923496527445,-0.0009834771261938435,-0.0008891503853811188
43,-0.06514799999999976,-0.04390499999999986,1.0349000000000004,-0.0038486035479935463,-5.492802285012033e-05,0.00039114276253271924
44,-0.07382500000000025,-0.033766000000000185,1.0225599999999986,-0.0014215566926783396,-0.0004265195496806484,-0.005979443049021465
45,-0.06978799999999996,-0.03391799999999989,1.0219200000000015,-0.000281142825254481,8.888491135028431e-05,-0.0004852546260262005
46,-0.06548599999999993,-0.028769999999999962,1.009990000000002,0.0017687228817754566,-0.00015857655151263472,0.0002748417582510892
47,-0.07067099999999993,-0.03334900000000007,1.00488,0.0029348065892362426,0.00024256985212822713,-0.00230469994875335
48,-0.06413100000000016,-0.03703499999999993,1.0009200000000007,9.647299158495153e-05,-0.0009765316250422984,0.00016515780112183473
49,-0.06186500000000006,-0.033870999999999984,0.9992099999999979,-0.0016553785659754606,-0.0013201146380292794,0.0019341250938557336
50,-0.0670329999999999,-0.03606100000000012,0.9947200000000009,-0.0010073081558056945,-0.0008655062718962991,-0.0002043793075158242
51,-0.07187999999999972,-0.034711999999999854,0.9858100000000007,0.0023223514914343167,-0.00025812659096313695,-0.002771144719731014
52,-0.0705420000000001,-0.03309200000000012,0.9774399999999943,0.005457993558068962,-0.0007854643221303359,-0.0004192490503114578
53,-0.06659900000000007,-0.031391999999999864,0.981730000000006,0.0008160211024463668,-0.0004669527386591543,-0.0004184699535151019
54,-0.06452800000000014,-0.037729000000000124,0.980719999999998,-0.0032866598021617094,-0.0002782347260668061,0.00037660607701405017
